"","sample","treename","in_final_tree","in_all_tree","in_internal_tree","type","dataType","inTopoConstraint","type2","reason"
"594","UMMZ_242698_Br_rope","Brachyurophis_roperi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"595","UMMZ_201916","Bungarus_fasciatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"596","UMFS_10682","Bungarus_flaviceps",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"597","CAS_210526","Bungarus_magnimaculatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"598","SAMAR40865","Cacophis_squamulosus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"600","RS148",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"601","SAMAR29954","Demansia_papuensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"602","CAS_253289","Dendroaspis_jamesoni",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"603","ABTC32067","Denisonia_devisi",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"604","SAMAR20837","Echiopsis_curta",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"605","SAMAR22967","Elapognathus_coronatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"606","FMNH251327","Elapsoidea_loveridgei",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"607","NTMR17784","Emydocephalus_annulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"608","ABTC6511","Hemiaspis_damelii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"609","SAMAR54537","Hoplocephalus_bitorquatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"610","NTMR16471","Hydrelaps_darwiniensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"611","CAS204975",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"612","QMJ79068","Hydrophis_kingii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"613","QMJ81627","Hydrophis_macdowelli",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"614","GRCOLLI21921","Enyalius_bibronii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"615","AMSR124795","Laticauda_colubrina",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"616","UMMZ_200295","Micruroides_euryxanthus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"617","RAB_00510","Micrurus_annellatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"618","CHUNB52143","Micrurus_brasiliensis",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"619","NOID1",NA,FALSE,FALSE,TRUE,"rablab_sqcl2",NA,FALSE,"new","roguenarok"
"620","YPM_14096","Micrurus_fulvius",TRUE,TRUE,FALSE,"10.1016/j.ympev.2016.04.015","genomic",TRUE,"published","inTopoConstraint"
"621","CHUNB47077","Micrurus_hemprichii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"622","CHUNB64752","Micrurus_ibiboboca",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"623","UMMZ_245080","Micrurus_lemniscatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"624","UMFS_22704","Micrurus_obscurus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"625","TJC464","Naja_haje",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"626","UMMZ_238951","Naja_melanoleuca",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"627","SAMAR31329","Notechis_scutatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"628","SAMAR20583","Oxyuranus_microlepidotus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"629","CAS_254647","Parasuta_gouldii",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"630","WAMR124882","Paroplocephalus_atriceps",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"631","UMMZ_244195_ps_aust","Pseudechis_australis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"632","UMMZ_244196_ps_meng","Pseudonaja_mengdeni",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"633","CUMV_14294_Ps_mode","Pseudonaja_modesta",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"634","CUMV_14290_Si_anom","Simoselaps_anomalus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"635","UMMZ_244197_si_bert","Simoselaps_bertholdi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"636","SAMAR61174","Simoselaps_bimaculatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"637","UMMZ_242701_Su_punc","Suta_punctata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"638","UMMZ_242534","Toxicocalamus_sp",FALSE,TRUE,TRUE,"rablab_sqcl2",NA,FALSE,"new","not_placed"
"639","SAMAR29765","Neelaps_calonotus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"640","SAMAR25672","Vermicella_intermedia",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"641","SMNHTAU_R15969","Walterinnesia_aegyptia",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"642","GRCOLLI23142","Liotyphlops_beui",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"643","SAMAR37219","Christinus_marmoratus",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"644","LSUHC9244","Cnemaspis_psychedelica",TRUE,TRUE,FALSE,"j.ympev.2x016.07.002","genomic",TRUE,"published","inTopoConstraint"
"645","MVZ_Herp_252459","Cnemaspis_spinicollis",TRUE,TRUE,FALSE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"646","CAS_229794","Cyrtodactylus_brevipalmatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"647","QMJ60620","Cyrtodactylus_tuberculatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"648","SAMAR54799","Dixonius_siamensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"649","NTMR22179","Gehyra_australis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"650","AMSR122403","Gehyra_baliola",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"651","SAMAR38950","Gehyra_lazelli",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"652","BPBM34745","Gehyra_membranacruralis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"653","UMMZ_207580","Gehyra_mutilata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"654","CCM1361","Gehyra_nana",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"656","UMMZ182803","Gehyra_oceanica",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"657","UMMZ_242588_Ge_pilb","Gehyra_pilbara",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"658","SAMAR69881","Gehyra_rohan",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"659","UMMZ_244239_ge_vari","Gehyra_crypta",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"660","CCM1723","Gehyra_xenopus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"661","SDSU3896","Gekko_gecko",TRUE,TRUE,FALSE,"rsbl20170393","genomic",TRUE,"published","inTopoConstraint"
"662","CHUNB61939","Hemidactylus_agrius",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"663","CAS_208455","Hemidactylus_aquilonius",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"664","CHUNB41095","Hemidactylus_brasilianus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"665","SAMAR55834","Hemidactylus_frenatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"666","MCZ_Herp_R187710","Hemidactylus_kamdemtohami",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"667","CHUNB40063","Hemidactylus_mabouia",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"668","CAS_254518","Hemidactylus_muriceus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"669","ABTC79193","Gehyra_CYsp",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"670","CAS_219198","Hemidactylus_principensis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"671","CAS_213320","Hemidactylus_thayene",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"672","UMMZ_244243_he_bino","Heteronotia_binoei",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"673","CCM1823","Heteronotia_planiceps",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"674","WAM_R160145","Heteronotia_spelea",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"675","UMMZ_244059","Lepidodactylus_lugubris",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"676","ABTC50585","Lepidodactylus_magnus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"677","ABTC32753","Lepidodactylus_manni",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"678","ID_7603","Uropeltis_macrolepis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"679","CAS_214833","Lygodactylus_picturatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"680","CHUNB44780","Lygodactylus_wetzeli",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"681","SAMAR55841","Nactus_cheverti",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"682","ABTC136604","Nactus_kunan",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"683","ABTC136842","Nactus_pelagicus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"684","MVZ_Herp_226810","Ptenopus_garrulus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"685","ISIS_393113","Lanthanotus_borneensis",TRUE,TRUE,FALSE,"10.1016/j.ympev.2016.04.015","genbank",FALSE,"published","not_placed"
"686","LACM128548","Lepidophyma_flavimaculatum",TRUE,TRUE,FALSE,"rsbl20170393","genbank",FALSE,"published","not_placed"
"687","GRCOLLI14421","Arthrosaura_reticulata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"688","CHUNB74029","Bachia_bresslaui",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"689","UMMZ_245033","Bachia_dorbignyi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"690","CHUNB40056","Bachia_flavescens",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"691","UMMZ_245034","Bachia_trisanale",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"692","UMMZ_245035","Cercosaura_argulus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"693","CHUNB18028","Cercosaura_eigenmanni",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"694","PHV1022","Cercosaura_ocellata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"695","CHUNB50667","Cercosaura_schreibersii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"696","GRCOLLI26643","Colobosaura_modesta",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"697","CHUNB56711","Dryadosaura_nordestina",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"698","TJC1641","Gelanesaurus_sp",FALSE,FALSE,FALSE,"pyron_sqcl2_2",NA,FALSE,"new","bad_quality"
"699","GRCOLLI06954","Iphisa_elegans",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"700","GRCOLLI05508","Micrablepharus_atticolus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"701","LSUMZH9546",NA,FALSE,FALSE,FALSE,"rsbl20170393",NA,FALSE,"published","roguenarok"
"702","CHUNB57190","Neusticurus_bicarinatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"703","CAS228621","Pholidobolus_macbrydei",TRUE,TRUE,FALSE,"rsbl20170393","genomic",TRUE,"published","inTopoConstraint"
"704","CHUNB38613","Potamites_ecpleopus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"705","CHUNB58334","Procellosaurinus_erythrocercus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"706","CHUNB32340","Tretioscincus_oriximinensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"707","CHUNB37303","Vanzosaura_rubricauda",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"708","MCZ_Herp_R189884","Leiocephalus_macropus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",FALSE,"new","not_placed"
"709","NTMR20845","Cerberus_australis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"710","UMFS_10142","Erpeton_tentaculatum",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"711","MCZ_Herp_R189902","Tarentola_crombiei",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"712","CAS204972","Gerarda_prevostiana",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"713","MCZ_Herp_R190692","Celestus_costatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"714","MVZ_Herp_258368","Homalopsis_nigroventralis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"715","CAS_229655","Homalopsis_semizonata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"716","SAMAR24823","Myron_richardsonii",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"717","KU_212627","Enyalioides_laticeps",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genbank",FALSE,"published","not_placed"
"718","MCZ_Herp_R190725","Leiocephalus_melanochlorus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",FALSE,"new","not_placed"
"719","MVZ_163062","Morunasaurus_annularis",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genbank",FALSE,"published","not_placed"
"720","SDZoo_188093","Brachylophus_gau",FALSE,TRUE,FALSE,"10.1093/sysbio/syv058","imputed",FALSE,"published","not_placed"
"721","MVZ_230099","Chamaeleo_calyptratus",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genbank",FALSE,"published","not_placed"
"722","TWR_1146","Dipsosaurus_dorsalis",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"723","MVZ_Herp_162071","Ctenosaura_clarki",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"724","TWR_1147","Sauromalus_ater",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"725","MVZ_Herp_236579","Acanthodactylus_arabicus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"726","MVZ_Herp_177806","Abronia_fuscolabialis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"727","CAS_228805","Eremias_lineolata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"728","YPM12868","Lacerta_viridis",TRUE,TRUE,FALSE,"rsbl20170393","genomic",TRUE,"published","inTopoConstraint"
"729","TJC1498","Latastia_doriai",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"730","MVZ_Herp_189994","Coleonyx_switaki",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",FALSE,"new","not_placed"
"731","RAX4380","Alluaudina_bellyi",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"732","UMMZ_218815","Aparallactus_capensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"733","TJC568","Aparallactus_lunulatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"734","UMMZ_209986","Atractaspis_bibronii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"735","TJC1399","Atractaspis_fallax",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"736","FMNH_251328",NA,FALSE,FALSE,FALSE,"10.1016/j.ympev.2016.04.015",NA,FALSE,"published","roguenarok"
"737","RAX10277","Compsophis_vinckei",FALSE,TRUE,FALSE,"s12862-015-0503-1","imputed",FALSE,"published","not_placed"
"738","RAX2331","Dromicodryas_quadrilineatus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"739","AMCC105534","Duberria_lutrix",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"740","RAN42290","Elapotinus_picteti",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"741","MVZ252476",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"742","RAN58882","Heteroliodon_occipitalis",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"743","MVZ252503",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"744","RAX10462","Ithycyphus_goudoti",FALSE,TRUE,FALSE,"s12862-015-0503-1","imputed",FALSE,"published","not_placed"
"745","RAX2400","Ithycyphus_miniatus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"746","TJC286","Lamprophis_erlangeri",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"747","LAMP_GEO_1","Lamprophis_geometricus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"748","UMMZ_209371","Langaha_madagascariensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"749","RAN_64983","Leioheterodon_geayi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"750","RAX11507","Leioheterodon_madagascariensis",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"751","RAN_64909","Liophidium_chabaudi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"752","RAX2245","Liophidium_torquatum",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"753","RAN40001","Liophidium_vaillanti",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"754","RAN38118","Liopholidophis_dimorphus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"755","RAN39035","Lycodryas_inornatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"756","MCZ_Herp_R193283","Lycophidion_namibianum",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"757","RAX11706","Madagascarophis_colubrinus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"758","RAX8426","Madagascarophis_ocellatus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"759","RAX7407","Micropisthodon_ochraceus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"760","RAX11694","Mimophis_mahfalensis",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"761","RAX8049","Parastenophis_betsileanus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"762","RAX9843","Phisalixella_tulearensis",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"763","No_spec_No_KC_40",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"764","PEM_R17431","Prosymna_bivittata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"765","MCZ38642",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"766","MBUR394",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"767","SVN_0727",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"768","MCZ_Herp_R184512","Prosymna_sundevalli",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"769","MVZ_Herp_193268","Aristelliger_hechti",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"770","AMB4565",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"771","MCZ_Herp_R185800",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"772","AMB6804",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"773","MVZ_Herp_196648","Liolaemus_valdesianus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"774","RAX5272","Pseudoxyrhopus_microps",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"775","8_26","Rhamphiophis_rubropunctatus",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"776","RAX11773","Thamnosophis_lateralis",TRUE,TRUE,FALSE,"s12862-015-0503-1","genomic",TRUE,"published","inTopoConstraint"
"777","CAS_248601","Xenocalamus_bicolor",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"778","MVZ_Herp_204069","Celestus_cyanochloris",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"779","SBH_101427","Leiocephalus_barahonensis",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genbank",FALSE,"published","not_placed"
"780","MVZ_Herp_240678","Liolaemus_tregenzai",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"781","MVZ_Herp_249821","Causus_maculatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"782","POE_666",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"783","LJAMM-CNP10025","Diplolaemus_darwinii",TRUE,TRUE,FALSE,"j.ympev.2x016.07.002","genomic",TRUE,"published","inTopoConstraint"
"784","MVZ_Herp_257729","Anniella_campi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"785","MVZ_Herp_263594","Anolis_petersii",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"786","LJA_2047",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"787","MVZ_Herp_269290","Sibon_annulatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"788","LSUMZ_H13960",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"789","MVZ149849","Iguana_iguana",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"790","SDSU_3939","Rena_humilis",TRUE,TRUE,FALSE,"10.1016/j.ympev.2016.04.015","genomic",TRUE,"published","inTopoConstraint"
"791","CHUNB45354","Siagonodon_septemstriatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"792","MVZ161183","Petrosaurus_thalassinus",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
