sample,species,repDBtaxon,RepDBnotes,remainsUncertain,manualMatch,manualNotes
CHUNB30749,Tropidurus_insulanus,Tropidurus insulanus,exact mapping via accepted,FALSE,,
CHUNB74201,Tropidurus_itambere,Tropidurus itambere,exact mapping via accepted,FALSE,,
CHUNB06741,Tropidurus_montanus,Tropidurus montanus,exact mapping via accepted,FALSE,,
CHUNB52022,Tropidurus_oreadicus,Tropidurus oreadicus,exact mapping via accepted,FALSE,,
CHUNB58290,Tropidurus_psammonastes,Tropidurus psammonastes,exact mapping via accepted,FALSE,,
CHUNB56551,Tropidurus_semitaeniatus,Tropidurus semitaeniatus,exact mapping via accepted,FALSE,,
USGSTEGU,Tupinambis_cryptus,Tupinambis cryptus,exact mapping via accepted,FALSE,,
JAM6275,Tytthoscincus_parvus,Tytthoscincus parvus,exact mapping via accepted,FALSE,,
MVZ_Herp_256131,Tytthoscincus_temmincki,Tytthoscincus temmincki,exact mapping via accepted,FALSE,,
SDSNH76166,Uma_notata,Uma notata,exact mapping via accepted,FALSE,,
WAM_R153929,Underwoodisaurus_milii,Underwoodisaurus milii,exact mapping via accepted,FALSE,,
UTA-R_12239,Ungaliophis_continentalis,Ungaliophis continentalis,exact mapping via accepted,FALSE,,
CHUNB37546,Uranoscodon_superciliosus,Uranoscodon superciliosus,exact mapping via accepted,FALSE,,
ID_7603,Uropeltis_macrolepis,Uropeltis macrolepis,exact mapping via accepted,FALSE,,
UWBM7587,Urosaurus_ornatus,Urosaurus ornatus,exact mapping via accepted,FALSE,,
CHUNB37303,Vanzosaura_rubricauda,Vanzosaura rubricauda,exact mapping via accepted,FALSE,,
UMMZ_227962,Varanus_albigularis,Varanus albigularis,exact mapping via accepted,FALSE,,
UMFS_11219,Varanus_dumerilii,Varanus dumerilii,exact mapping via accepted,FALSE,,
UMMZ_242696_Va_erem,Varanus_eremius,Varanus eremius,exact mapping via accepted,FALSE,,
UMMZ_218497,Varanus_glebopalma,Varanus glebopalma,exact mapping via accepted,FALSE,,
CAS_207622,Varanus_niloticus,Varanus niloticus,exact mapping via accepted,FALSE,,
UMFS_11467,Varanus_salvadorii,Varanus salvadorii,exact mapping via accepted,FALSE,,
UMMZ_218499,Varanus_spenceri,Varanus spenceri,exact mapping via accepted,FALSE,,
bsi1565,Varanus_togianus,Varanus togianus,exact mapping via accepted,FALSE,,
UMFS_21069,Varanus_tristis,Varanus tristis,exact mapping via accepted,FALSE,,
CHUNB09350,Varzea_bistriata,Varzea bistriata,exact mapping via accepted,FALSE,,
SAMAR25672,Vermicella_intermedia,Vermicella intermedia,exact mapping via accepted,FALSE,,
TJC1334,Xenagama_zonura,Xenagama zonura,exact mapping via accepted,FALSE,,
CAS_248601,Xenocalamus_bicolor,Xenocalamus bicolor,exact mapping via accepted,FALSE,,
FK_2807,Xenochrophis_trianguligerus,Xenochrophis trianguligerus,exact mapping via accepted,FALSE,,
CHUNB52144,Xenodon_merremii,Xenodon merremii,exact mapping via accepted,FALSE,,
GRCOLLI26234,Xenodon_nattereri,Xenodon nattereri,exact mapping via accepted,FALSE,,
CHUNB68346,Xenodon_rabdocephalus,Xenodon rabdocephalus,exact mapping via accepted,FALSE,,
FK_3026,Xenopeltis_unicolor,Xenopeltis unicolor,exact mapping via accepted,FALSE,,
UMMZ_245078,Xenopholis_scalaris,Xenopholis scalaris,exact mapping via accepted,FALSE,,
CHUNB71690,Xenopholis_undulatus,Xenopholis undulatus,exact mapping via accepted,FALSE,,
I0149,Zamenis_lineatus,Zamenis lineatus,exact mapping via accepted,FALSE,,
FTB2895,Zamenis_longissimus,Zamenis longissimus,exact mapping via accepted,FALSE,,
I0151,Zamenis_persicus,Zamenis persicus,exact mapping via accepted,FALSE,,
FTB2917,Zamenis_scalaris,Zamenis scalaris,exact mapping via accepted,FALSE,,
I0152,Zamenis_situla,Zamenis situla,exact mapping via accepted,FALSE,,
UMMZ_237560,Zonosaurus_laticaudatus,Zonosaurus laticaudatus,exact mapping via accepted,FALSE,,
AMNH_R148360,Aspidoscelis_tesselata,Aspidoscelis tesselatus,"exact mapping via accepted, fuzzy",FALSE,,
UMFS_10680,Calliophis_bivirgata,Calliophis bivirgatus,"exact mapping via accepted, fuzzy",FALSE,,
UMMZ_245035,Cercosaura_argula,Cercosaura argulus,"exact mapping via accepted, fuzzy",FALSE,,
UMMZ_236569,Liasis_papuana,Liasis papuanus,"exact mapping via accepted, fuzzy",FALSE,,
UMMZ_205022,Magliophis_exiguum,Magliophis exiguus,"exact mapping via accepted, fuzzy",FALSE,,
SBH194588,Pholidoscelis_chrysolaema,Pholidoscelis chrysolaemus,"exact mapping via accepted, fuzzy",FALSE,,
SBH269165,Pholidoscelis_corvina,Pholidoscelis corvinus,"exact mapping via accepted, fuzzy",FALSE,,
SBH172686,Pholidoscelis_erythrocephala,Pholidoscelis erythrocephalus,"exact mapping via accepted, fuzzy",FALSE,,
SBH194215,Pholidoscelis_fuscata,Pholidoscelis fuscatus,"exact mapping via accepted, fuzzy",FALSE,,
SBH194700,Pholidoscelis_lineolata,Pholidoscelis lineolatus,"exact mapping via accepted, fuzzy",FALSE,,
SBH192779,Pholidoscelis_pluvianotata,Pholidoscelis pluvianotatus,"exact mapping via accepted, fuzzy",FALSE,,
SBH104391,Pholidoscelis_taeniura,Pholidoscelis taeniurus,"exact mapping via accepted, fuzzy",FALSE,,
UMFS_10999,Thamnophis_sauritus,Thamnophis saurita,"exact mapping via accepted, fuzzy",FALSE,,
UMFS_21127,Varanus_brevicaudus,Varanus brevicauda,"exact mapping via accepted, fuzzy",FALSE,,
CAS_222087,Xenochrophis_bellula,Xenochrophis bellulus,"exact mapping via accepted, fuzzy",FALSE,,
LJVITT10237,Amphisbaena_infraorbitale,Leposternon infraorbitale,exact mapping via synonymy,FALSE,,
CHUNB38468,Amphisbaena_mensae,Amphisbaena talisiae,exact mapping via synonymy,FALSE,,
CHUNB49451,Amphisbaena_microcephalum,Leposternon microcephalum,exact mapping via synonymy,FALSE,,
LJVITT09244,Amphisbaena_polystegum,Leposternon polystegum,exact mapping via synonymy,FALSE,,
RS-D,Balanophis_ceylonensis,Rhabdophis ceylonensis,exact mapping via synonymy,FALSE,,
SAMAR45159,Bassiana_duperreyi,Acritoscincus duperreyi,exact mapping via synonymy,FALSE,,
UMMZ_225436,Coluber_bilineatus,Masticophis bilineatus,exact mapping via synonymy,FALSE,,
QMJ_60828_Eu_brac,Concinnia_brachyosoma,Concinnia brachysoma,exact mapping via synonymy,FALSE,,
RAP0536,Dryocalamus_nympha,Lycodon nympha,exact mapping via synonymy,FALSE,,
CHUNB41104,Erythrolamprus_longiventris,Erythrolamprus breviceps,exact mapping via synonymy,FALSE,,
CHUNB41104,Erythrolamprus_longiventris,Erythrolamprus breviceps,exact mapping via synonymy,FALSE,,
CAS_219935,Japalura_planidorsata,Cristidorsa planidorsata,exact mapping via synonymy,FALSE,,
RAP0528,Lycodon_osmanhilli,Lycodon anamallensis,exact mapping via synonymy,FALSE,,
CHUNB59040,Mastigodryas_bifossatus,Palusophis bifossatus,exact mapping via synonymy,FALSE,,
NMVD60521,Niveoscincus_coventryi,Carinascincus coventryi,exact mapping via synonymy,FALSE,,
SAMAR51652,Niveoscincus_ocellatus,Carinascincus ocellatus,exact mapping via synonymy,FALSE,,
I0122,Orthriophis_cantoris,Elaphe cantoris,exact mapping via synonymy,FALSE,,
FTB2304,Orthriophis_moellendorffi,Elaphe moellendorffi,exact mapping via synonymy,FALSE,,
CHUNB52075,Sibynomorphus_mikanii,Dipsas mikanii,exact mapping via synonymy,FALSE,,
FMNH263429,Trimeresurus_fucatus,Trimeresurus sabahi,exact mapping via synonymy,FALSE,,
SAMAR29765,Vermicella_calonotus,Neelaps calonotus,exact mapping via synonymy,FALSE,,
RS-J,Xenochrophis_asperrimus,Fowlea asperrimus,exact mapping via synonymy,FALSE,,
CAS_228723,Rhynchocalamus_melanocephalus,NA,multiple matches,FALSE,Rhynchocalamus satunini,this former subspecies has been elevated; 
CAS_247798,Dendrelaphis_formosus,NA,multiple matches,FALSE,Dendrelaphis formosus,based on multiple DNA matches
CHUNB44202,Spilotes_sp,NA,NA,FALSE,Spilotes pullatus,"based on DNA, >99.5% to RAG and cmos"
FK_2774,Lycodon_subcinctus,NA,multiple matches,FALSE,Lycodon subcinctus,mtDNA confirms species
MCZ_Herp_R184640,Amphisbaena_gonavensis,NA,multiple matches,FALSE,Amphisbaena hyporissor,based on location and https://pdfs.semanticscholar.org/18d6/5eb8cc68a1e558eaf56ca330aa91bcfd1c0c.pdf; mtDNA confirms
RAN_64845,Pygomeles_sp,NA,NA,FALSE,Pygomeles braconnieri,very high match to this species
UMFS_11004,Sanzinia_madagascariensis,NA,multiple matches,FALSE,Sanzinia madagascariensis,DNA sdata suggests madagascariensis instead of volatny
UMFS_11348,Epicrates_cenchria,NA,multiple matches,FALSE,Epicrates cenchria,DNA data supports E. cenchria
UMFS_23001,Dipsas_indica,NA,multiple matches,FALSE,Dipsas indica,better match to indica than alternative based on cmos
UMMZ_227683,Homalopsis_buccata,NA,multiple matches,FALSE,Homalopsis buccata,nearly 100% match to three H. buccata individuals
UMMZ_238951,Naja_melanoleuca,NA,multiple matches,FALSE,Naja melanoleuca,100% cmos match to multiple inds of the same species
UMMZ_244059,Lepidodactylus_lugubris,NA,multiple matches,FALSE,Lepidodactylus lugubris,100% COI match to multiple lugubris samples
CAS_168967,Philothamnus_irregularis,NA,multiple matches,TRUE,Philothamnus battersbyi,"this specimen is from Tanzania, and current taxonomy places this as the species in Tanzania; this species used to be a subspecies of irregularis; further, the match to irregularis is pretty weak"
CAS_213330,Scincella_melanosticta,NA,multiple matches,TRUE,Scincella melanosticta,"https://www.researchgate.net/profile/Michelle_Koo/publication/259266314_New_country_records_and_range_extensions_for_Myanmar's_amphibibians_and_reptiles/links/0a85e53014526c3357000000.pdf sugests S. reevsi, but genetic match is very weak"
CAS_247462,Dendrelaphis_striatus,NA,multiple matches,TRUE,Dendrelaphis striatus,"based on distribution, more likely this negrosarratus, but DNA points to striatus."
CHUNB41299,Kentropyx_sp,NA,NA,TRUE,Kentropyx sp,undescribed species related to Kentropyx paulensis
CHUNB69423,Tropidurus_torquatus,NA,multiple matches,TRUE,Tropidurus torquatus,very hard to determine based on existing data; mtDNA matches did not help
FK_2439,Borikenophis_portoricensis,NA,multiple matches,TRUE,Borikenophis portoricensis,"mtDNA confirms, but match based just on one other species"
RAB_00465,Atractus_sp,NA,NA,TRUE,Atractus sp,no high match to any existing Atractus
GRCOLLI25659,Dipsas_bucephala,NA,multiple matches,TRUE,Dipsas bucephala,matches to itself on the database :/
ID_7606,Indotyphlops_sp,NA,NA,TRUE,Indotyphlops sp,no high match to any existing Indotyphlops
RAP0534,Indotyphlops_sp,NA,NA,TRUE,Indotyphlops sp,no high match to any existing Indotyphlops
FK_2719,Dendrelaphis_caudolineatus,NA,multiple matches,TRUE,Dendrelaphis caudolineatus,mtDNA doesn't help
NA_CCM2282_Ct_caud,Ctenophorus_caudicinctus,NA,multiple matches,TRUE,Ctenophorus slateri,based on geography; this sample is found in NT; remains uncertain after DNA
NA_UMFS20560_Va_goul,Varanus_gouldii,NA,multiple matches,TRUE,Varanus gouldii,not clear but will assume Dan got it right b/c his tissue; alternative is Varanus panoptes; DNA unhelpful
UMMZ_238155,Mabuya_sp,NA,NA,TRUE,Mabuya sp,DNA analysis doesn't match to any existing taxon at a high level
RAN_65020,Madascincus_igneocaudatus,NA,multiple matches,TRUE,Madascincus pyrurus,DNA data matches pyrurus better than igneo
SDZoo_188093,Brachylophus_fasciatus,NA,multiple matches,TRUE,Brachylophus gau,DNA data inconclusive
SMNHTAU_R15969,Walterinnesia_aegyptia,NA,multiple matches,TRUE,Walterinnesia aegyptia,DNA data inconclusive
UMFS_11511,Pituophis_melanoleucus,NA,multiple matches,TRUE,Pituophis catenifer,DNA data inconclusive
UMFS_11535,Eryx_miliaris,NA,multiple matches,TRUE,Eryx miliaris,DNA data inconclusive
UMFS_11796,Xenosaurus_platyceps,NA,multiple matches,TRUE,Xenosaurus platyceps,DNA & distribution data unhelpful
UMFS_12515,Podarcis_erhardii,NA,multiple matches,TRUE,Podarcis erhardii,DNA & distribution data unhelpful
UMMZ_238024,Cryptoblepharus_boutonii,NA,multiple matches,TRUE,Cryptoblepharus voeltzkowi,"no distribution data, no mtDNA match"
UMMZ_242534,Toxicocalamus_sp,NA,NA,TRUE,Toxicocalamus sp,"100% to a Toxicocalamus loraie, but only one indidivudal; all other individuals from this species have much lower match; https://deepblue.lib.umich.edu/bitstream/handle/2027.42/134460/zoj12423_am.pdf (looks like this group needs revision)"
UMMZ_240786,Varanus_griseus,NA,multiple matches,TRUE,Varanus griseus,DNA searches inconclusive
MVZ164850,Typhlosaurus_sp,NA,NA,TRUE,Typhlosaurus sp,"when published, unsure, on vertnet, unsure, no useful DNA"
ZFMK16803,Bitis_parviocula,NA,multiple matches,TRUE,Bitis parviocula,could not confirm via distribution or mtDNA
ABTC79193,Gehyra_Cysp,NA,NA,FALSE,Gehyra Cysp,per Craig Moritz July 2018: an undescribed species from Cape York and Sth New Guinea
acd1547,Bronchocela_cristatella,NA,multiple matches,FALSE,Bronchocela cristatella,as listed in the paper where these data were published
AJB077,Brachymeles_bonitae,NA,multiple matches,FALSE,Brachymeles bonitae,as listed in the paper where these data were published
allMis1,Alligator_mississippiensis,NA,NA,FALSE,Alligator mississippiensis,outgroup
AMCC105534,Duberria_lutrix,NA,multiple matches,FALSE,Duberria lutrix,as listed in the paper where these data were published
AMSR124774,Varanus_prasinus,NA,multiple matches,FALSE,Varanus prasinus,based on distribution; this vouche from New Guinea
CAP60,Liolaemus_alticolor,NA,multiple matches,FALSE,Liolaemus alticolor,as listed in the paper where these data were published
CAS_214833,Lygodactylus_picturatus,NA,multiple matches,FALSE,Lygodactylus picturatus,"based on geography; this sample is found in SE coastal Kenya, like this species"
CAS_221428,Dendrelaphis_cyanochloris,NA,multiple matches,FALSE,Dendrelaphis cyanochloris,"this sample is found in northern Myanmar, like this species"
CAS_225548,Liopeltis_frenatus,NA,multiple matches,FALSE,Liopeltis frenata,based on distribution
CAS_228565,Trapelus_agilis,NA,multiple matches,FALSE,Trapelus agilis,based on paper in which data were published
CAS_228724,Ablepharus_pannonicus,NA,multiple matches,FALSE,Ablepharus pannonicus,this is the only species that would be found in Iran
CAS_241965,Pseudocalotes_kingdonwardi,NA,multiple matches,FALSE,Pseudocalotes kingdonwardi,based on distribution
CAS_242183,Japalura_yunnanensis,NA,multiple matches,FALSE,Diploderma yunnanense,based on distribution
CAS_247770,Boiga_drapiezii,NA,multiple matches,FALSE,Boiga drapiezii,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958176/pdf/zookeys-757-085.pdf
CCM3302,Crenadactylus_ocellatus,NA,multiple matches,FALSE,Crenadactylus naso,most up-to-date species designation from Moritz Lab
chrPic1,Chrysemys_picta,NA,NA,FALSE,Chrysemys picta,outgroup
CHUNB00461,Tupinambis_quadrilineatus,NA,multiple matches,FALSE,Tupinambis quadrilineatus,as listed in the paper where these data were published
CHUNB1461,Cnemidophorus_lemniscatus,NA,multiple matches,FALSE,Cnemidophorus lemniscatus,as listed in the paper where these data were published
CHUNB18049,Stenocercus_sinesaccus,NA,multiple matches,FALSE,Stenocercus sinesaccus,based on distribution
CHUNB18599,Alopoglossus_angulatus,NA,multiple matches,FALSE,Alopoglossus angulatus,based on distributions in https://www.biotaxa.org/Zootaxa/article/view/zootaxa.4422.1.2/33202
CHUNB32133,Oxyrhopus_trigeminus,NA,multiple matches,FALSE,Oxyrhopus trigeminus,based on pop gen data
CHUNB40056,Bachia_flavescens,NA,multiple matches,FALSE,Bachia flavescens,based on distribution
CHUNB40091,Chironius_flavolineatus,NA,multiple matches,FALSE,Chironius flavolineatus,based on distribution
CHUNB40092,Leptophis_ahaetulla,NA,multiple matches,FALSE,Leptophis ahaetulla,based on distribution
CHUNB45362,Corallus_hortulanus,NA,multiple matches,FALSE,Corallus hortulana,pop gen data
CHUNB47077,Micrurus_hemprichii,NA,multiple matches,FALSE,Micrurus hemprichii,based on distribution
CHUNB47090,Drymobius_sp,NA,NA,FALSE,Drymobius rhombifer,pop gen data
CHUNB50311,Apostolepis_flavotorquata,NA,multiple matches,FALSE,Apostolepis flavotorquata,based on distribution; other species is in NE brazil
CHUNB51185,Ameiva_ameiva,NA,multiple matches,FALSE,Ameiva ameiva,only accepted species in Brazil
CHUNB52395,Bothrops_neuwiedi,NA,multiple matches,FALSE,Bothrops neuwiedi,pop gen data
CHUNB53309,Cnemidophorus_murinus,NA,multiple matches,FALSE,Cnemidophorus murinus,based on paper in which data were published
CHUNB53309,Cnemidophorus_murinus,NA,multiple matches,FALSE,Cnemidophorus murinus,based on paper in which data were published
CHUNB56697,Gymnodactylus_geckoides,NA,multiple matches,FALSE,Gymnodactylus geckoides,pop gen data
CHUNB58542,Stenocercus_caducus,NA,multiple matches,FALSE,Stenocercus caducus,based on distribution; https://www.sciencedirect.com/science/article/pii/S1055790315002766
CHUNB62191,Enyalius_bilineatus,NA,multiple matches,FALSE,Enyalius capetinga,based on distribution; 10.1655/0018-0831.355
CHUNB64617,Phyllopezus_pollicaris,NA,multiple matches,FALSE,Phyllopezus pollicaris,likely cryptic undescribed species within this nominal species
CHUNB68915,Mastigodryas_boddaerti,NA,multiple matches,FALSE,Mastigodryas boddaerti,based on distribution
CHUNB68954,Chironius_fuscus,NA,multiple matches,FALSE,Chironius fuscus,based on distribution
CHUNB68997,Polychrus_marmoratus,NA,multiple matches,FALSE,Polychrus liogaster,based on distribution & Murphy et al 2017
CHUNB74146,Tropidurus_guarani,NA,multiple matches,FALSE,Tropidurus guarani,pop gen data
CUMV_14267_Py_nigr,Pygopus_nigriceps,NA,multiple matches,FALSE,Pygopus nigriceps,based on distribution
CUMV_14288_Er_fasc,Eremiascincus_fasciolatus,NA,multiple matches,FALSE,Eremiascincus pallidus,based on distribution
CUMV_14335_Di_cons,Diplodactylus_conspicillatus,NA,multiple matches,FALSE,Diplodactylus conspicillatus,based on distribution
cwl818,Acanthosaura_lepidogaster,NA,multiple matches,FALSE,Acanthosaura lepidogaster,as listed in the paper where these data were published
DBS45,Cemophora_coccinea,NA,multiple matches,FALSE,Cemophora coccinea,based on paper in which data were published
elr1338,Draco_spilopterus,NA,multiple matches,FALSE,Draco spilopterus,based on paper in which data were published
FMNH230175,Gonocephalus_doriae,NA,multiple matches,FALSE,Gonocephalus abbotti,based on distribution
FMNH251327,Elapsoidea_loveridgei,NA,multiple matches,FALSE,Elapsoidea loveridgei,based on distribution
FTB1948,Rhinocheilus_lecontei,NA,multiple matches,FALSE,Rhinocheilus lecontei,based on paper in which data were published
FTB2070,Lampropeltis_pyromelana,NA,multiple matches,FALSE,Lampropeltis pyromelana,based on paper in which data were published
FTB2167,Pantherophis_obsoletus,NA,multiple matches,FALSE,Pantherophis obsoletus,based on paper in which data were published
UMMZ_205992,Helicops_pictiventris,NA,NA,FALSE,Helicops infrataeniatus,as updated in reptileDB
FTB2886,Pituophis_deppei,NA,multiple matches,FALSE,Pituophis deppei,based on paper in which data were published
FTB2889,Elaphe_quatuorlineata,NA,multiple matches,FALSE,Elaphe quatuorlineata,based on paper in which data were published
galGal5,Gallus_gallus,NA,NA,FALSE,Gallus gallus,outgroup
GRCOLLI00504,Cnemidophorus_gramivagus,NA,multiple matches,FALSE,Cnemidophorus gramivagus,based on pop gen data
GRCOLLI25188,Anolis_chrysolepis,NA,multiple matches,FALSE,Anolis chrysolepis,other species is in northern Brazil; this sample is from SE brazil
GRCOLLI25680,Chironius_quadricarinatus,NA,multiple matches,FALSE,Chironius quadricarinatus,based on distribution
GRCOLLI25919,Cnemidophorus_cryptus,NA,multiple matches,FALSE,Cnemidophorus cryptus,based on distribution
GRCOLLI26431,Chironius_carinatus,NA,multiple matches,FALSE,Chironius carinatus,based on distribution
GRCOLLI26711,Taeniophallus_occipitalis,NA,multiple matches,FALSE,Taeniophallus occipitalis,based on pop gen data
hg38,Homo_sapiens,NA,NA,FALSE,Homo sapiens,outgroup
I-13525,Pituophis_catenifer,NA,multiple matches,FALSE,Pituophis catenifer,based on paper in which data were published
I0871_Kentropyx_viridistriga,Kentropyx_viridistriga,NA,multiple matches,FALSE,Kentropyx viridistriga,based on paper in which data were published
I0872_Dicrodon_guttulatum,Dicrodon_guttulatum,NA,multiple matches,FALSE,Dicrodon guttulatum,based on paper in which data were published
JJK_1454,Anolis_sagrei,NA,multiple matches,FALSE,Anolis sagrei,as listed in the paper where these data were published
KU220092,Xantusia_vigilis,NA,multiple matches,FALSE,Xantusia vigilis,based on distribution
KU315087,Sphenomorphus_variegatus,NA,multiple matches,FALSE,Sphenomorphus variegatus,based on paper in which data were published
LACM128548,Lepidophyma_flavimaculatum,NA,multiple matches,FALSE,Lepidophyma flavimaculatum,based on paper in which data were published
LJA_5806,Phymaturus_palluma,NA,multiple matches,FALSE,Phymaturus palluma,based on paper in which data were published
LJAMM-CNP14634,Liolaemus_darwinii,NA,multiple matches,FALSE,Liolaemus darwinii,based on paper in which data were published
LJVITT09836,Leptodeira_annulata,NA,multiple matches,FALSE,Leptodeira annulata,based on distribution
lsuhc9427,Draco_blanfordii,NA,multiple matches,FALSE,Draco blanfordii,based on distribution
MCZ_Herp_R184512,Prosymna_sundevalli,NA,multiple matches,FALSE,Prosymna sundevalli,based on distribution
MCZ_Herp_R184986,Telescopus_beetzi,NA,multiple matches,FALSE,Telescopus beetzi,based on distribution
MCZ_Herp_R190692,Celestus_costatus,NA,multiple matches,FALSE,Celestus costatus,based on distribution
MVZ_Herp_137110,Geophis_semidoliatus,NA,multiple matches,FALSE,Geophis semidoliatus,based on distribution
MVZ_Herp_149887,Geophis_brachycephalus,NA,multiple matches,FALSE,Geophis brachycephalus,based on distribution
MVZ_Herp_189994,Coleonyx_switaki,NA,multiple matches,FALSE,Coleonyx switaki,based on distribution
MVZ_Herp_204122,Ninia_maculata,NA,multiple matches,FALSE,Ninia maculata,based on distribution
MVZ_Herp_253952,Tropidolaemus_subannulatus,NA,multiple matches,FALSE,Tropidolaemus subannulatus,based on distribution
MVZ_Herp_263775,Coniophanes_piceivittis,NA,multiple matches,FALSE,Coniophanes piceivittis,based on distribution
MVZ_Herp_264310,Adelphicos_veraepacis,NA,multiple matches,FALSE,Adelphicos veraepacis,this species is in Guatemala where the voucher is from
RAB_00226,Liophis_sp,NA,NA,FALSE,Erythrolamprus reginae,pop gen data
MVZ234538,Scincus_scincus,NA,multiple matches,FALSE,Scincus scincus,based on paper in which data were published
MVZ242790,Chalcides_ocellatus,NA,multiple matches,FALSE,Chalcides ocellatus,as listed in the paper where these data were published
MVZ247605,Tupinambis_teguixin,NA,multiple matches,FALSE,Tupinambis teguixin,based on geography
MX41,Plestiodon_indubitus,NA,multiple matches,FALSE,Plestiodon indubitus,as listed in the paper where these data were published
MXH15,Plestiodon_brevirostris,NA,multiple matches,FALSE,Plestiodon brevirostris,as listed in the paper where these data were published
NA_CCM2294_Ct_essi,Ctenotus_essingtonii,NA,multiple matches,FALSE,Ctenotus essingtonii,taxonomy in this group is a mess
NTMR17880,Acanthophis_antarcticus,NA,multiple matches,FALSE,Acanthophis antarcticus,this voucher is listed in Keogh 1998 as Acanthophis antarcticus
NTMR22179,Gehyra_australis,NA,multiple matches,FALSE,Gehyra australis,distribution but note this group is a mess
phrynosoma_coronatum_uabc1007,Phrynosoma_coronatum,NA,multiple matches,FALSE,Phrynosoma coronatum,as listed in the paper where these data were published
phrynosoma_douglasi,Phrynosoma_douglasii,NA,multiple matches,FALSE,Phrynosoma douglasii,as listed in the paper where these data were published
PHV1022,Cercosaura_ocellata,NA,multiple matches,FALSE,Cercosaura ocellata,based on distribution
python_molurus_2,Python_molurus,NA,multiple matches,FALSE,Python molurus,based on distribution
R37277,Oedura_marmorata,NA,multiple matches,FALSE,Oedura marmorata,collected by the person who most recently revised the taxonomy
UMMZ_245061,Liophis_sp,NA,NA,FALSE,Erythrolamprus reginae,likely a cryptic species within E. reginae
RAB_00246,Drymarchon_corais,NA,multiple matches,FALSE,Drymarchon corais,based on distribution
RAB_00321,Lachesis_muta,NA,multiple matches,FALSE,Lachesis muta,based on distribution
FTB2500,Nerodia_sp,NA,NA,FALSE,Nerodia sipedon,as listed in the paper where these data were published
FTB2827,Orthriophis_hodgsoni,NA,NA,FALSE,Elaphe hodgsoni,updated name of published name
RAP0455,Dendrelaphis_bifrenalis,NA,multiple matches,FALSE,Dendrelaphis bifrenalis,https://www.sciencedirect.com/science/article/pii/S1055790312004824
RAP0517,Ahaetulla_nasuta,NA,multiple matches,FALSE,Ahaetulla nasuta,https://www.icts.res.in/sites/default/files/PGE2018-2018-03-14-Kartik-Shanker.pdf
RB3,Lampropeltis_mexicana,NA,multiple matches,FALSE,Lampropeltis mexicana,based on paper in which data were published
RS-C,Ahaetulla_pulverulenta,NA,multiple matches,FALSE,Ahaetulla pulverulenta,https://www.icts.res.in/sites/default/files/PGE2018-2018-03-14-Kartik-Shanker.pdf
SAMAR_37459_He_decr,Hemiergis_decresiensis,NA,multiple matches,FALSE,Hemiergis decresiensis,based on pop gen data
SAMAR19835,Austrelaps_superbus,NA,multiple matches,FALSE,Austrelaps superbus,based on distribution in Cogger
SAMAR27497,Liasis_fuscus,NA,multiple matches,FALSE,Liasis fuscus,based on distribution in Cogger
SAMAR37219,Christinus_marmoratus,NA,multiple matches,FALSE,Christinus marmoratus,based on distribution in Cogger
SAMAR38823,Tympanocryptis_lineata,NA,multiple matches,FALSE,Tympanocryptis lineata,based on distribution in Cogger
SDSU_3939,Rena_humilis,NA,multiple matches,FALSE,Rena humilis,based on paper in which data were published
SDSU4350,Aspidoscelis_tigris,NA,multiple matches,FALSE,Aspidoscelis tigris,as listed in the paper where these data were published
taeGut2,Taeniopygia_guttata,NA,NA,FALSE,Taeniopygia guttata,outgroup
TJC1636,Gonatodes_concinnatus,NA,multiple matches,FALSE,Gonatodes concinnatus,hasn't been updated since collected
TJC464,Naja_haje,NA,multiple matches,FALSE,Naja haje,hasn't been updated since collected
TJC971,Mastigodryas_melanolomus,NA,multiple matches,FALSE,Mastigodryas melanolomus,hasn't been updated since collected
TNHC_55671,Anniella_pulchra,NA,multiple matches,FALSE,Anniella pulchra,"based off of voucher location; Breviora, 536(1) : 1-17"
Tsp9,Tantilla_sp,NA,NA,FALSE,Tantilla melanocephala,based on pop gen data
TWR_1146,Dipsosaurus_dorsalis,NA,multiple matches,FALSE,Dipsosaurus dorsalis,based on paper in which data were published
TWR_1745,Uta_stansburiana,NA,multiple matches,FALSE,Uta stansburiana,based on paper in which data were published
UMFS_11002,Aspidites_melanocephalus,NA,multiple matches,FALSE,Aspidites melanocephalus,"no geography data, so cannot confirm"
UMFS_11258,Python_curtus,NA,multiple matches,FALSE,Python curtus,based on distribution
UMFS_11274,Storeria_dekayi,NA,multiple matches,FALSE,Storeria dekayi,based on distribution
UMFS_51525,Varanus_indicus,NA,multiple matches,FALSE,Varanus indicus,based on distribution
UMFS_9997,Boa_constrictor,NA,multiple matches,FALSE,Boa constrictor,cytb matches 100% to >20 species
ISIS373002,Sphenodon_punctatus,NA,NA,FALSE,Sphenodon punctatus,outgroup
UMMZ_200299,Arizona_elegans,NA,multiple matches,FALSE,Arizona elegans,based on distribution
UMMZ_201900,Cylindrophis_ruffus,NA,multiple matches,FALSE,Cylindrophis ruffus,taxon has actually been consistent
UMFS-10956c,Sphenodon_tuatara,NA,NA,FALSE,Sphenodon tuatara,outgroup
UMMZ_209166,Paracontias_hildebrandti,NA,multiple matches,FALSE,Paracontias hildebrandti,100% to cmos for a taxon on GenBank that is hildebrandti -- but maybe that is wrong?
